"jp_daily_newsletter_mary_ann_parsons_1_1850" "jp_morning_chronicle_anne_bird_1850" "jp_morning_chronicle_dr_ellis_1846" "jp_morning_chronicle_mary_ann_parsons_2_1850" "jp_morning_chronicle_sarah_brown_1846" "jp_morning_chronicle_susan_moir_1850" "jp_morning_chronicle_wife_murder_1851" "jp_sunday_times_questionable_charity_1850" "vl_daily_newsletter_corporal_punishment_1849" "vl_morning_chronicle_captain_johnstone_1846" "vl_morning_chronicle_law_of_assault_1850" "vl_morning_chronicle_matthewson_1846" "vl_morning_chronicle_north_family_1846" "vl_morning_chronicle_william_burn_1846" "vl_remarks_on_mr_fitzroys_bill_1853" "vl_sunday_times_punishment_of_children_1850"
"condition" 0 0.0564015792442188 0.0878734622144113 0.0647249190938511 0.0742942050520059 0 0 0 0 0 0.0589622641509434 0 0 0 0.0421407501053519 0
"congestion" 0.100300902708124 0 0.0878734622144113 0.258899676375405 0 0 0 0 0 0 0 0 0 0 0 0
"consequences" 0.100300902708124 0.0564015792442188 0.0878734622144113 0 0.0742942050520059 0 0 0 0 0 0.0589622641509434 0.074794315632012 0 0 0 0
"contrary" 0 0 0 0 0 0.13550135501355 0.0797448165869219 0.252525252525253 0.0871839581517001 0 0 0 0 0 0.0421407501053519 0
"course" 0 0.0564015792442188 0.0878734622144113 0.0647249190938511 0 0 0.0797448165869219 0 0 0 0 0 0.0608272506082725 0 0.0421407501053519 0
"culprits" 0.100300902708124 0.112803158488438 0 0.0647249190938511 0 0.13550135501355 0 0 0 0 0 0 0 0 0.0421407501053519 0
"degradation" 0 0 0 0 0 0 0 0 0.2615518744551 0 0 0 0 0 0.0421407501053519 0.228571428571429
"direction" 0.100300902708124 0 0 0 0.0742942050520059 0 0 0.126262626262626 0.1743679163034 0 0 0 0 0 0.0421407501053519 0
"england" 0 0 0 0 0 0 0 0 0.0871839581517001 0 0.17688679245283 0 0.121654501216545 0 0 0
"evil" 0 0 0 0 0 0 0.159489633173844 0 0 0 0.0589622641509434 0 0 0 0.126422250316056 0
"extreme" 0 0.112803158488438 0 0 0.148588410104012 0 0 0 0 0 0.117924528301887 0 0 0 0 0
"feel" 0 0 0 0 0.148588410104012 0 0 0.126262626262626 0 0 0 0.074794315632012 0 0 0.0421407501053519 0.114285714285714
"feeling" 0 0 0 0 0 0 0 0 0.1743679163034 0.116959064327485 0 0.149588631264024 0 0 0 0.114285714285714
"guilt" 0 0.0564015792442188 0 0.258899676375405 0 0 0 0 0 0.116959064327485 0 0 0 0 0 0
"hanged" 0.100300902708124 0 0 0 0 0.13550135501355 0.159489633173844 0 0 0 0.117924528301887 0 0 0 0 0
"held" 0 0 0 0.0647249190938511 0.0742942050520059 0.13550135501355 0 0 0 0 0.0589622641509434 0.074794315632012 0.0608272506082725 0 0 0
"horror" 0.100300902708124 0.0564015792442188 0 0.0647249190938511 0 0.13550135501355 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"idea" 0 0.0564015792442188 0 0 0 0 0 0 0.0871839581517001 0.116959064327485 0 0.074794315632012 0.121654501216545 0 0 0
"important" 0 0 0 0 0 0 0 0.252525252525253 0.0871839581517001 0 0.0589622641509434 0 0 0.0796178343949045 0.0421407501053519 0
"impunity" 0 0.0564015792442188 0 0.0647249190938511 0 0.13550135501355 0.159489633173844 0 0 0 0 0 0 0 0.0421407501053519 0
"insane" 0 0 0 0 0 0 0 0 0 0.350877192982456 0 0.224382946896036 0 0 0 0
"judicial" 0 0 0 0 0 0 0 0 0.0871839581517001 0 0.17688679245283 0 0 0 0.0842815002107038 0
"juries" 0 0 0 0 0 0.2710027100271 0 0 0 0.233918128654971 0 0.149588631264024 0 0 0 0
"kill" 0 0 0.0878734622144113 0 0 0.2710027100271 0.159489633173844 0 0 0 0.0589622641509434 0 0 0 0 0
"large" 0 0.0564015792442188 0 0 0 0 0 0.126262626262626 0.0871839581517001 0 0 0 0 0.159235668789809 0.0421407501053519 0
"least" 0.100300902708124 0 0 0.0647249190938511 0 0 0 0 0 0 0.0589622641509434 0 0.0608272506082725 0.0796178343949045 0.0421407501053519 0
"liable" 0 0.0564015792442188 0 0 0.0742942050520059 0 0.0797448165869219 0 0 0 0.0589622641509434 0 0 0.0796178343949045 0.0421407501053519 0
"light" 0 0.0564015792442188 0 0 0 0 0 0 0.0871839581517001 0 0.0589622641509434 0 0 0 0.0421407501053519 0.228571428571429
"matthewson" 0 0 0 0 0 0 0 0 0 0 0 0.448765893792072 0 0 0 0
"merely" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0 0 0.159235668789809 0.0842815002107038 0.114285714285714
"mind" 0 0.0564015792442188 0 0.129449838187702 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0.114285714285714
"miserable" 0 0.0564015792442188 0 0 0.148588410104012 0 0.0797448165869219 0 0 0 0 0.074794315632012 0 0.0796178343949045 0 0
"necessary" 0 0 0 0 0 0.13550135501355 0 0 0 0.116959064327485 0 0.149588631264024 0 0 0.0842815002107038 0
"needlework" 0 0 0 0 0 0 0 0.757575757575758 0 0 0 0 0 0 0 0
"off" 0.100300902708124 0.112803158488438 0 0 0 0 0 0 0 0 0 0 0 0.159235668789809 0.0421407501053519 0
"parent" 0 0 0 0 0.222882615156018 0 0 0 0 0 0 0 0.121654501216545 0 0 0.114285714285714
"parents" 0 0 0 0 0.148588410104012 0 0 0 0 0 0 0 0.182481751824818 0 0 0.114285714285714
"parliament" 0 0 0 0 0 0 0 0 0.0871839581517001 0 0.0589622641509434 0 0.0608272506082725 0 0.126422250316056 0
"parties" 0 0 0 0.0647249190938511 0.0742942050520059 0 0 0 0 0 0.0589622641509434 0 0.0608272506082725 0 0.0842815002107038 0
"powers" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0.0589622641509434 0 0.121654501216545 0 0.0842815002107038 0
"protect" 0 0 0 0.0647249190938511 0 0 0.318979266347687 0 0 0 0.0589622641509434 0 0 0 0 0
"queen" 0 0 0 0 0 0 0 0 0.3487358326068 0 0.0589622641509434 0 0 0 0 0.114285714285714
"really" 0 0 0.0878734622144113 0 0.0742942050520059 0 0 0 0 0.116959064327485 0 0.149588631264024 0 0.0796178343949045 0 0
"received" 0 0.0564015792442188 0.0878734622144113 0 0 0 0 0 0.0871839581517001 0 0 0.074794315632012 0 0 0.0842815002107038 0
"regard" 0 0.0564015792442188 0 0 0 0 0 0 0 0.116959064327485 0.0589622641509434 0.074794315632012 0 0.0796178343949045 0.0421407501053519 0
"ruffian" 0 0 0 0 0 0.13550135501355 0 0 0 0.233918128654971 0 0.149588631264024 0 0.0796178343949045 0 0
"sole" 0 0 0 0.0647249190938511 0.0742942050520059 0 0 0 0.0871839581517001 0 0 0 0.182481751824818 0 0 0
"something" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0.0608272506082725 0.0796178343949045 0.0842815002107038 0
"struck" 0 0.0564015792442188 0 0.194174757281553 0 0 0 0 0 0 0 0 0 0.159235668789809 0 0
"supposition" 0 0 0 0 0 0 0 0 0 0.233918128654971 0 0.149588631264024 0.0608272506082725 0.0796178343949045 0 0
"surgeon" 0.100300902708124 0 0 0.129449838187702 0 0.13550135501355 0 0 0 0 0 0 0 0 0 0.228571428571429
"turner" 0.100300902708124 0 0 0.323624595469256 0 0 0 0 0 0 0 0 0 0 0 0
"tyranny" 0 0.169204737732657 0 0 0 0 0 0 0 0 0.0589622641509434 0 0 0.0796178343949045 0.0421407501053519 0
"whatever" 0 0 0.0878734622144113 0 0.0742942050520059 0 0 0.126262626262626 0 0.116959064327485 0.0589622641509434 0 0 0 0.0421407501053519 0
"witnesses" 0 0 0.0878734622144113 0.129449838187702 0.0742942050520059 0.13550135501355 0 0 0 0 0 0.074794315632012 0 0 0 0
"absence" 0 0 0 0 0 0 0.0797448165869219 0 0.0871839581517001 0 0.117924528301887 0 0 0 0 0.114285714285714
"allowed" 0 0 0 0 0 0 0.0797448165869219 0 0 0 0.0589622641509434 0 0 0 0.0421407501053519 0.228571428571429
"among" 0 0.0564015792442188 0 0.0647249190938511 0.0742942050520059 0 0.0797448165869219 0 0 0 0 0.074794315632012 0 0 0 0
"atrocity" 0.200601805416249 0.112803158488438 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"bear" 0 0.112803158488438 0 0.0647249190938511 0 0 0 0 0.0871839581517001 0 0 0 0.0608272506082725 0 0 0
"bird" 0.200601805416249 0.0564015792442188 0 0.129449838187702 0 0 0 0 0 0 0 0 0 0 0 0
"blow" 0 0 0 0.258899676375405 0 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"blows" 0 0.0564015792442188 0 0 0 0 0 0 0.3487358326068 0 0 0 0 0 0 0
"bound" 0 0 0 0 0 0.13550135501355 0.0797448165869219 0 0 0.116959064327485 0.0589622641509434 0 0.0608272506082725 0 0 0
"bruce" 0 0 0 0 0 0 0 0 0 0 0 0 0.304136253041363 0 0 0
"brutalities" 0 0.112803158488438 0 0.0647249190938511 0 0.13550135501355 0 0 0 0 0 0 0 0 0.0421407501053519 0
"campbell" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.571428571428571
"charge" 0 0 0 0 0 0 0.239234449760766 0 0 0 0.0589622641509434 0.074794315632012 0 0 0 0
"classes" 0 0.112803158488438 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0.0842815002107038 0
"colonel" 0 0 0 0 0 0 0 0 0 0 0 0.37397157816006 0 0 0 0
"comes" 0 0.0564015792442188 0 0 0 0 0 0.126262626262626 0.0871839581517001 0 0.0589622641509434 0 0 0 0 0.114285714285714
"complaint" 0.100300902708124 0.112803158488438 0.175746924428823 0 0 0 0 0 0 0 0 0 0 0 0 0
"consideration" 0 0.0564015792442188 0.0878734622144113 0 0 0 0 0.126262626262626 0 0 0 0 0 0.0796178343949045 0.0421407501053519 0
"conviction" 0 0 0 0 0 0.13550135501355 0 0 0 0 0.117924528301887 0 0 0 0.0842815002107038 0
"coroner" 0.200601805416249 0 0.0878734622144113 0 0 0.2710027100271 0 0 0 0 0 0 0 0 0 0
"decide" 0 0 0 0.129449838187702 0.0742942050520059 0 0 0 0 0 0 0 0.121654501216545 0 0 0
"degrading" 0 0.0564015792442188 0 0 0 0 0 0 0.1743679163034 0 0 0 0 0 0 0.228571428571429
"different" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0.121654501216545 0.0796178343949045 0 0
"discretion" 0 0 0 0 0 0 0 0 0 0 0 0 0.0608272506082725 0.0796178343949045 0.0421407501053519 0.228571428571429
"disgusting" 0 0.0564015792442188 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0.159235668789809 0 0.114285714285714
"employ" 0 0 0 0 0 0 0 0.631313131313131 0 0 0 0 0 0 0 0
"equally" 0 0.0564015792442188 0 0.0647249190938511 0.0742942050520059 0 0 0.126262626262626 0 0 0 0 0.0608272506082725 0 0 0
"error" 0 0 0.175746924428823 0 0 0 0 0 0 0 0.117924528301887 0 0 0 0.0421407501053519 0
"exactly" 0.100300902708124 0 0 0 0 0.13550135501355 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0.0421407501053519 0
"existence" 0 0 0 0.0647249190938511 0.148588410104012 0 0.0797448165869219 0 0 0 0 0 0 0.0796178343949045 0 0
"eye" 0 0 0.0878734622144113 0 0.0742942050520059 0 0.0797448165869219 0 0 0 0.0589622641509434 0 0.0608272506082725 0 0 0
"failed" 0 0.0564015792442188 0 0.194174757281553 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"fit" 0 0 0 0 0.0742942050520059 0 0 0 0.1743679163034 0 0 0 0.0608272506082725 0 0 0.114285714285714
"following" 0 0 0 0 0 0.2710027100271 0 0.126262626262626 0 0 0 0 0 0 0.0421407501053519 0.114285714285714
"frightful" 0 0.112803158488438 0 0.0647249190938511 0 0.13550135501355 0 0 0 0 0 0 0 0 0.0421407501053519 0
"gave" 0.200601805416249 0 0.0878734622144113 0 0 0 0 0 0 0 0 0.074794315632012 0 0 0 0.114285714285714
"gentle" 0 0.0564015792442188 0 0 0.0742942050520059 0 0 0 0 0 0 0.074794315632012 0 0.0796178343949045 0 0.114285714285714
"giving" 0 0 0 0 0.0742942050520059 0 0 0.126262626262626 0 0 0 0.149588631264024 0 0.0796178343949045 0 0
"go" 0.100300902708124 0 0 0 0 0 0 0 0.0871839581517001 0 0.0589622641509434 0 0.0608272506082725 0.0796178343949045 0 0
"government" 0 0 0 0 0 0 0.0797448165869219 0 0 0 0 0.074794315632012 0 0 0.126422250316056 0
"habitual" 0 0.112803158488438 0 0 0 0 0.0797448165869219 0 0 0 0.117924528301887 0 0 0 0 0
"hope" 0 0 0.0878734622144113 0 0 0 0 0 0 0 0.17688679245283 0 0.0608272506082725 0 0 0
"husband" 0 0 0 0.0647249190938511 0 0.13550135501355 0.0797448165869219 0 0 0 0 0 0.121654501216545 0 0 0
"hydropathy" 0 0 0.439367311072056 0 0 0 0 0 0 0 0 0 0 0 0 0
"infant" 0 0.0564015792442188 0.0878734622144113 0 0 0 0 0 0 0 0 0 0 0 0.0842815002107038 0.114285714285714
"injury" 0 0 0.0878734622144113 0.194174757281553 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"instances" 0 0.0564015792442188 0 0 0.0742942050520059 0.13550135501355 0 0 0.0871839581517001 0 0 0 0 0 0.0421407501053519 0
"interest" 0 0 0 0 0.148588410104012 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0.0421407501053519 0
"interpretation" 0 0 0 0 0 0.13550135501355 0.0797448165869219 0 0 0 0.117924528301887 0 0.0608272506082725 0 0 0
"killing" 0 0 0 0 0 0.13550135501355 0.239234449760766 0 0 0.116959064327485 0 0 0 0 0 0
"knowledge" 0 0.0564015792442188 0.175746924428823 0 0.0742942050520059 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"labourers" 0 0 0 0 0 0 0 0.631313131313131 0 0 0 0 0 0 0 0
"living" 0 0.0564015792442188 0 0 0 0 0.0797448165869219 0.126262626262626 0 0 0.0589622641509434 0 0 0 0.0421407501053519 0
"longer" 0 0.0564015792442188 0 0 0 0 0 0.126262626262626 0 0 0.0589622641509434 0 0 0.0796178343949045 0 0.114285714285714
"mary" 0.200601805416249 0 0 0.129449838187702 0 0.13550135501355 0 0 0 0 0 0 0 0 0 0
"moir" 0 0 0 0 0 0.2710027100271 0 0 0 0 0.17688679245283 0 0 0 0 0
"nearly" 0 0.169204737732657 0 0.0647249190938511 0 0 0 0 0 0 0 0 0.0608272506082725 0 0 0
"north" 0 0 0 0 0 0 0 0 0 0 0 0 0.304136253041363 0 0 0
"object" 0 0 0 0.0647249190938511 0 0.13550135501355 0 0.252525252525253 0 0 0 0 0 0 0 0.114285714285714
"obligations" 0 0 0 0 0.297176820208024 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"otherwise" 0 0 0 0.0647249190938511 0 0.13550135501355 0 0.126262626262626 0 0 0 0 0.121654501216545 0 0 0
"paper" 0 0 0.0878734622144113 0.0647249190938511 0 0.13550135501355 0 0.252525252525253 0 0 0 0 0 0 0 0
"payment" 0 0.0564015792442188 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0.159235668789809 0.0421407501053519 0
"populace" 0 0.0564015792442188 0 0 0 0 0.0797448165869219 0 0 0 0.0589622641509434 0 0 0.0796178343949045 0.0421407501053519 0
"pounds" 0 0.0564015792442188 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0.126422250316056 0
"practice" 0 0.0564015792442188 0.175746924428823 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0.114285714285714
"presumed" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0.182481751824818 0 0 0
"presumption" 0 0 0.0878734622144113 0.0647249190938511 0 0 0 0 0 0 0.117924528301887 0 0.0608272506082725 0 0 0
"prevent" 0 0.0564015792442188 0 0 0 0.13550135501355 0 0.126262626262626 0 0 0 0 0 0 0.0421407501053519 0.114285714285714
"private" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0.299177262528048 0 0 0 0
"pronounced" 0.100300902708124 0 0.0878734622144113 0.0647249190938511 0 0 0 0 0 0 0.0589622641509434 0 0.0608272506082725 0 0 0
"proper" 0 0 0.0878734622144113 0 0 0.13550135501355 0 0 0 0 0.0589622641509434 0 0 0 0 0.228571428571429
"prove" 0 0 0 0.0647249190938511 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0.0608272506082725 0 0.0421407501053519 0
"punished" 0.100300902708124 0.112803158488438 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"quite" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0.0608272506082725 0 0.0421407501053519 0.228571428571429
"reasons" 0 0 0.0878734622144113 0 0 0 0 0 0 0 0 0 0.24330900243309 0 0 0
"receive" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0 0.182481751824818 0 0.0421407501053519 0
"recent" 0 0.0564015792442188 0 0 0 0.13550135501355 0.0797448165869219 0 0 0 0.0589622641509434 0 0 0 0.0421407501053519 0
"respect" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0.117924528301887 0 0 0 0 0.228571428571429
"respectable" 0.100300902708124 0 0.0878734622144113 0 0.148588410104012 0.13550135501355 0 0 0 0 0 0 0 0 0 0
"responsible" 0 0 0.0878734622144113 0.129449838187702 0 0 0 0 0 0 0.0589622641509434 0 0 0.0796178343949045 0 0
"revolting" 0 0 0 0 0.0742942050520059 0 0.0797448165869219 0 0 0 0.0589622641509434 0 0 0 0.0421407501053519 0.114285714285714
"roman" 0 0 0 0 0 0 0 0 0 0 0 0 0.304136253041363 0 0 0
"says" 0 0 0 0 0 0.13550135501355 0.0797448165869219 0 0 0 0.0589622641509434 0 0.0608272506082725 0 0 0.114285714285714
"scarcely" 0 0 0 0 0 0 0.0797448165869219 0 0 0 0.0589622641509434 0 0 0 0.126422250316056 0
"seem" 0 0.0564015792442188 0.0878734622144113 0 0 0 0 0.126262626262626 0 0 0.0589622641509434 0 0 0 0 0.114285714285714
"show" 0 0.0564015792442188 0 0 0 0 0.0797448165869219 0 0 0.233918128654971 0 0.074794315632012 0 0 0 0
"shown" 0.100300902708124 0 0 0.0647249190938511 0 0 0 0 0 0.116959064327485 0.0589622641509434 0 0 0 0 0.114285714285714
"shows" 0.100300902708124 0 0 0 0 0.13550135501355 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0.114285714285714
"slaves" 0.100300902708124 0 0 0 0 0 0 0 0.1743679163034 0 0 0 0 0.159235668789809 0 0
"social" 0 0 0 0 0.0742942050520059 0 0 0 0.1743679163034 0 0.117924528301887 0 0 0 0 0
"strong" 0.200601805416249 0.112803158488438 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"sufferer" 0 0.0564015792442188 0 0.0647249190938511 0.0742942050520059 0 0 0 0 0 0.0589622641509434 0.074794315632012 0 0 0 0
"support" 0 0 0 0 0 0 0 0.126262626262626 0 0 0.0589622641509434 0 0 0.159235668789809 0.0421407501053519 0
"suppose" 0 0 0 0 0 0 0 0 0.0871839581517001 0.116959064327485 0 0.149588631264024 0 0.0796178343949045 0 0
"supposed" 0 0 0 0 0 0 0 0 0 0.116959064327485 0.0589622641509434 0.074794315632012 0.0608272506082725 0 0.0421407501053519 0
"talfourd" 0 0 0 0.129449838187702 0.0742942050520059 0.2710027100271 0 0 0 0 0 0 0 0 0 0
"temporary" 0 0 0 0 0.0742942050520059 0 0 0 0 0.116959064327485 0 0.074794315632012 0.121654501216545 0 0 0
"ten" 0.100300902708124 0 0 0 0 0 0 0 0 0 0 0 0 0.238853503184713 0 0.114285714285714
"testimony" 0 0 0 0.0647249190938511 0 0 0.239234449760766 0 0 0 0 0.074794315632012 0 0 0 0
"three" 0.100300902708124 0 0 0 0 0.13550135501355 0 0 0.1743679163034 0 0 0 0 0 0.0421407501053519 0
"torture" 0.300902708124373 0 0 0 0.0742942050520059 0 0 0 0.0871839581517001 0 0 0 0 0 0 0
"towards" 0 0.112803158488438 0 0 0 0 0 0 0.0871839581517001 0 0 0.074794315632012 0 0 0 0.114285714285714
"unpunished" 0 0 0 0.194174757281553 0 0.13550135501355 0.0797448165869219 0 0 0 0 0 0 0 0 0
"us" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0.238853503184713 0 0
"want" 0 0 0 0.0647249190938511 0 0 0 0.126262626262626 0 0 0 0.074794315632012 0 0 0.0842815002107038 0
"within" 0 0.0564015792442188 0 0 0 0.13550135501355 0.0797448165869219 0 0.0871839581517001 0 0 0 0 0 0.0421407501053519 0
"world" 0 0.112803158488438 0 0 0 0 0 0.126262626262626 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"wounds" 0.100300902708124 0 0 0.194174757281553 0 0.13550135501355 0 0 0 0 0 0 0 0 0 0
"wretched" 0 0.0564015792442188 0 0.0647249190938511 0 0 0 0 0 0.233918128654971 0 0 0 0.0796178343949045 0 0
"young" 0 0.169204737732657 0 0 0 0 0 0 0.0871839581517001 0 0.0589622641509434 0 0 0 0 0
"above" 0 0.0564015792442188 0 0 0 0 0.0797448165869219 0 0.0871839581517001 0 0.0589622641509434 0 0 0 0 0
"acquittal" 0 0 0 0.129449838187702 0 0.13550135501355 0.0797448165869219 0 0 0 0 0 0 0 0 0
"age" 0 0 0.0878734622144113 0 0 0 0 0 0.0871839581517001 0.116959064327485 0 0.074794315632012 0 0 0 0
"anybody" 0 0 0 0.0647249190938511 0 0 0 0.126262626262626 0 0 0 0 0.121654501216545 0 0 0
"appoint" 0 0 0 0 0 0 0 0 0 0 0 0 0.24330900243309 0 0 0
"atrocities" 0 0.0564015792442188 0 0 0 0 0.0797448165869219 0 0 0.116959064327485 0.0589622641509434 0 0 0 0 0
"become" 0 0 0 0 0 0 0.0797448165869219 0 0.1743679163034 0 0 0.074794315632012 0 0 0 0
"beings" 0 0 0 0 0 0 0 0 0 0.116959064327485 0.0589622641509434 0 0 0 0 0.228571428571429
"belief" 0 0 0 0 0 0 0 0 0 0 0.117924528301887 0 0.121654501216545 0 0 0
"bench" 0 0 0 0 0.0742942050520059 0 0 0 0.0871839581517001 0 0.0589622641509434 0 0 0 0 0.114285714285714
"bideford" 0.100300902708124 0 0 0.0647249190938511 0 0.2710027100271 0 0 0 0 0 0 0 0 0 0
"boy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.457142857142857
"call" 0.200601805416249 0 0 0 0.0742942050520059 0 0 0 0.0871839581517001 0 0 0 0 0 0 0
"came" 0.100300902708124 0 0 0.0647249190938511 0.0742942050520059 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"carried" 0.100300902708124 0.0564015792442188 0 0 0 0 0 0 0 0.116959064327485 0 0 0.0608272506082725 0 0 0
"chance" 0 0 0 0 0 0.13550135501355 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0.0421407501053519 0
"charity" 0 0 0 0 0 0 0 0.505050505050505 0 0 0 0 0 0 0 0
"claim" 0 0 0 0 0.148588410104012 0 0 0 0 0 0.0589622641509434 0 0.0608272506082725 0 0 0
"community" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0 0.0608272506082725 0 0.0842815002107038 0
"complete" 0 0.0564015792442188 0 0.0647249190938511 0.0742942050520059 0 0 0 0 0 0 0 0.0608272506082725 0 0 0
"considered" 0.100300902708124 0 0 0.0647249190938511 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"contemporary" 0 0 0 0 0 0 0 0 0 0.233918128654971 0 0.149588631264024 0 0 0 0
"convicted" 0 0 0 0.0647249190938511 0 0.13550135501355 0 0 0 0 0.0589622641509434 0 0 0 0 0.114285714285714
"correct" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0.0589622641509434 0 0.0608272506082725 0.0796178343949045 0 0
"countries" 0 0.169204737732657 0 0 0 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"covered" 0.100300902708124 0 0 0.0647249190938511 0 0.2710027100271 0 0 0 0 0 0 0 0 0 0
"creatures" 0 0.0564015792442188 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0.159235668789809 0 0
"credulous" 0 0 0 0 0 0 0 0 0 0.233918128654971 0 0.149588631264024 0 0 0 0
"cruelties" 0 0 0 0.194174757281553 0 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"deceased" 0 0 0.0878734622144113 0 0.0742942050520059 0.13550135501355 0 0 0 0 0 0 0.0608272506082725 0 0 0
"default" 0 0.0564015792442188 0 0 0 0 0.0797448165869219 0 0.0871839581517001 0 0 0 0 0.0796178343949045 0 0
"defendant" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0 0 0.159235668789809 0 0.114285714285714
"degree" 0 0.112803158488438 0 0 0 0 0.0797448165869219 0 0 0 0 0.074794315632012 0 0 0 0
"deserved" 0 0.0564015792442188 0 0 0 0 0 0.126262626262626 0 0 0 0 0 0.159235668789809 0 0
"deserving" 0 0 0.0878734622144113 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0.0421407501053519 0.114285714285714
"dies" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0.0589622641509434 0 0.121654501216545 0 0 0
"difference" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0.342857142857143
"direct" 0 0 0 0.129449838187702 0 0 0 0 0 0 0 0.074794315632012 0.0608272506082725 0 0 0
"door" 0.100300902708124 0 0.0878734622144113 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"each" 0 0 0.175746924428823 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0.0421407501053519 0
"efficacious" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.168563000421408 0
"employing" 0 0 0 0 0 0 0 0.505050505050505 0 0 0 0 0 0 0 0
"enactment" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.168563000421408 0
"end" 0 0.0564015792442188 0 0 0.0742942050520059 0 0 0 0 0 0 0 0.0608272506082725 0 0.0421407501053519 0
"entirely" 0.100300902708124 0.112803158488438 0 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0 0
"especially" 0 0 0 0.0647249190938511 0 0 0 0.126262626262626 0.0871839581517001 0 0.0589622641509434 0 0 0 0 0
"everything" 0 0 0 0 0.0742942050520059 0 0 0 0 0.116959064327485 0.0589622641509434 0.074794315632012 0 0 0 0
"examination" 0 0 0.0878734622144113 0.0647249190938511 0 0.13550135501355 0.0797448165869219 0 0 0 0 0 0 0 0 0
"existing" 0 0 0 0 0 0 0 0 0 0 0.117924528301887 0 0 0 0.0842815002107038 0
"expressed" 0 0 0 0 0 0 0 0.126262626262626 0 0.116959064327485 0 0.074794315632012 0 0.0796178343949045 0 0
"eyes" 0 0 0.0878734622144113 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0.0421407501053519 0
"feebleness" 0 0 0 0 0 0 0 0 0 0.233918128654971 0 0.149588631264024 0 0 0 0
"ferocious" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0.159235668789809 0 0.114285714285714
"fools" 0 0 0 0 0 0 0 0 0 0.233918128654971 0 0.149588631264024 0 0 0 0
"four" 0.100300902708124 0 0 0 0 0 0.0797448165869219 0 0 0 0 0 0.0608272506082725 0 0.0421407501053519 0
"fourteen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.238853503184713 0 0.114285714285714
"get" 0 0.0564015792442188 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0.0796178343949045 0.0421407501053519 0
"gone" 0 0.0564015792442188 0 0 0.0742942050520059 0 0 0 0.1743679163034 0 0 0 0 0 0 0
